token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	0	bene	bene	_	_	_	_	_	linguistic	_	none	_	Begin=0.7|End=1.348	_	_	_	_
1-0	PSB005	1	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=1.77|End=2.353	_	_	_	_
2-0	PSB005	2	0	intanto,	intanto	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=2.77|End=3.528	_	_	_	_
3-0	PSB005	3	0	ero	ero	_	_	_	_	_	linguistic	_	none	_	Begin=4.3	_	_	_	_
3-1	PSB005	3	1	curiosa	curiosa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PSB005	3	2	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PSB005	3	3	sapere	sapere	_	_	_	_	_	linguistic	_	none	_	End=5.693	_	_	_	_
4-0	PSB005	4	0	da	da	_	_	_	_	_	linguistic	_	none	_	Begin=5.82	_	_	_	_
4-1	PSB005	4	1	quanto	quanto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PSB005	4	2	tempo	tempo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB005	4	3	c'	c'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
4-4	PSB005	4	4	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PSB005	4	5	questo	questo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PSB005	4	6	negozio	negozio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PSB005	4	7	perché	perché	_	_	_	_	_	linguistic	_	none	_	End=7.72	_	_	_	_
5-0	PSB005	5	0	io	io	_	_	_	_	_	linguistic	_	none	_	Begin=7.8	_	_	_	_
5-1	PSB005	5	1	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PSB005	5	2	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PSB005	5	3	qui	qui	_	_	_	_	_	linguistic	_	none	_	End=8.689	_	_	_	_
6-0	PSB005	6	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=9.23	_	_	_	_
6-1	PSB005	6	1	frequento	frequento	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PSB005	6	2	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	PSB005	6	3	po'	po'	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PSB005	6	4	questa	questa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	PSB005	6	5	zona	zona	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-6	PSB005	6	6	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-7	PSB005	6	7	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-8	PSB005	6	8	l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
6-9	PSB005	6	9	avevo	avevo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
